CNPJ;Razao_social;Nome_fantasia;Tipo;Data_abertura;Situacao_cadastral;Data_da_situacao_cadastral;Capital_social;Natureza_juridica;MEI;Logradouro;Numero;Complemento;CEP;Bairro;Municipio;UF;Telefone;Email;Quadro_societario;Atividade_principal;Atividades_secundaria
05763921000804;CAV SUL - CENTRO DE APOIO DE VENDAS DE PRODUTOS PESSOAIS E ARTIGOS PARA LAR LTDA.;NONE;FILIAL;22/12/2008;ATIVA;22/12/2008;50000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;ROD BR-304, KM 305;2565;NONE;59146750;PARQUE DE EXPOSICOES;PARNAMIRIM;RN;8430848451;administrtivo@pilarescontabilidade.com.br;['HERMANO DE VILLEMOR AMARAL NETO - Sócio', 'LATIN AMERICA INVESTMENTS, INC. - Sócio Pessoa Jurídica Domiciliado no Exterior', 'JULIO CESAR APARECIDO DA CRUZ - Administrador'];['4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente'];['4646001 - Comércio atacadista de cosméticos e produtos de perfumaria', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal']
05381281000193;COMERCIAL ELETRICA DW LTDA;NONE;MATRIZ;07/11/2002;BAIXADA;30/12/2020;22363296.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;NONE;NONE;NONE;NONE;NONE;NONE;NONE;['4133165091', '4133165000'];vendas@eletricadw.com.br;['HERVE SALMON - Sócio', 'YANNICK JOEL LAPORTE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador', 'ROSA & LEAL PARTICIPACOES E EMPREENDIMENTOS S.A. - Sócio'];NONE;"['3313999 - Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente', '4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4651601 - Comércio atacadista de equipamentos de informática', '4651602 - Comércio atacadista de suprimentos para informática', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '4665600 - Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças', '4742300 - Comércio varejista de material elétrico', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '6463800 - Outras sociedades de participação, exceto holdings', '7020400 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica', '7112000 - Serviços de engenharia', '8599604 - Treinamento em desenvolvimento profissional e gerencial']"
06913480002705;DIMENSIONAL BRASIL SOLUCOES LTDA;DIMENSIONAL;FILIAL;23/10/2020;ATIVA;23/10/2020;216970752.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R TAPAJOS;33;FUNDOS;89065450;SALTO NORTE;BLUMENAU;SC;['1934467548', '1934467400'];renato.ribeiro@dimensional.com.br;['ROSA & LEAL PATICIPACOES E EMPREEDIMENTOS LTDA - Sócio', 'HERVE SALMON - Sócio-Administrador', 'ERIC MICHEL FOURCINE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador'];['4673700 - Comércio atacadista de material elétrico'];"['4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4651601 - Comércio atacadista de equipamentos de informática', '4651602 - Comércio atacadista de suprimentos para informática', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '4665600 - Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças', '4669999 - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças', '4672900 - Comércio atacadista de ferragens e ferramentas', '4742300 - Comércio varejista de material elétrico', '4744001 - Comércio varejista de ferragens e ferramentas', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente']"
17983920000170;LEITURA MACEIO LIVRARIA E PAPELARIA LTDA;LIVRARIA LEITURA;MATRIZ;22/04/2013;ATIVA;22/04/2013;1500000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV COMENDADOR GUSTAVO PAIVA;5945;LOJA 2034;57038000;CRUZ DAS ALMAS;MACEIO;AL;8234327934;cxcentralmaceio@leitura.com.br;['MARCUS TELES CARDOSO DE CARVALHO - Sócio-Administrador', 'CLAUDIA VELLOSO PORTELLA TELES - Sócio-Administrador', 'BELMIRO TELES CARDOSO DE CARVALHO - Sócio-Administrador', 'CRISTIANO TELES CORREA - Sócio-Administrador', 'LEANDRO TELES CORREA - Sócio-Administrador', 'GUILHERME ALBERTO LOPES TELLES CARVALHO - Sócio-Administrador'];['4761001 - Comércio varejista de livros'];['4761002 - Comércio varejista de jornais e revistas', '4761003 - Comércio varejista de artigos de papelaria', '4789007 - Comércio varejista de equipamentos para escritório', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4763601 - Comércio varejista de brinquedos e artigos recreativos', '5611203 - Lanchonetes, casas de chá, de sucos e similares', '4789008 - Comércio varejista de artigos fotográficos e para filmagem', '4762800 - Comércio varejista de discos, CDs, DVDs e fitas', '4763602 - Comércio varejista de artigos esportivos', '8299707 - Salas de acesso à internet', '4785701 - Comércio varejista de antigüidades']
05381281000789;COMERCIAL ELETRICA DW LTDA;NONE;FILIAL;28/06/2011;ATIVA;28/06/2011;22363296.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV ANTONIO THOMAZ FERREIRA REZENDE;2450;NONE;38402236;MARTA HELENA;UBERLANDIA;MG;['4133165049', '4133165000'];amaral@eletricadw.com.br;['HERVE SALMON - Sócio', 'YANNICK JOEL LAPORTE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador', 'ROSA & LEAL PARTICIPACOES E EMPREENDIMENTOS S.A. - Sócio'];['4673700 - Comércio atacadista de material elétrico'];"['4742300 - Comércio varejista de material elétrico', '7020400 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica', '6463800 - Outras sociedades de participação, exceto holdings', '7112000 - Serviços de engenharia', '3313999 - Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4665600 - Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '4651601 - Comércio atacadista de equipamentos de informática', '4651602 - Comércio atacadista de suprimentos para informática']"
06913480002969;DIMENSIONAL BRASIL SOLUCOES LTDA;DIMENSIONAL;FILIAL;11/12/2020;ATIVA;11/12/2020;216970752.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R RIO DE JANEIRO;353;SALA 304 SALA 306;38400658;BRASIL;UBERLANDIA;MG;1934467548;renato.ribeiro@dimensional.com.br;['ROSA & LEAL PATICIPACOES E EMPREEDIMENTOS LTDA - Sócio', 'HERVE SALMON - Sócio-Administrador', 'ERIC MICHEL FOURCINE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador'];['4673700 - Comércio atacadista de material elétrico'];"['4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4651601 - Comércio atacadista de equipamentos de informática', '4651602 - Comércio atacadista de suprimentos para informática', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '4665600 - Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças', '4742300 - Comércio varejista de material elétrico', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática']"
18956352000180;DKR COMERCIO E SERVICOS DE MANUTENCAO EM EQUIPAMENTOS DE SEGURANCA LTDA;DKR EXTINTORES;MATRIZ;26/09/2013;ATIVA;26/09/2013;60000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R JOAOZINHO;408;NONE;07195140;JARDIM ELIANA;GUARULHOS;SP;1120514518;katialms@yahoo.com.br;['ANDREW FERREIRA VILLACA - Sócio-Administrador', 'GABRIEL SILVA SOUSA DE MELO - Sócio-Administrador'];['3314710 - Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente'];['4789099 - Comércio varejista de outros produtos não especificados anteriormente']
06913480000320;DIMENSIONAL CENTELHA SOLUCOES LTDA;CENTELHA;FILIAL;23/11/2004;ATIVA;23/11/2004;216970752.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV CIVIT I;1795;QUADRAA          LOTE 1;29170740;BARRO BRANCO;SERRA;ES;2721235700;riodejaneiro@centelhabrasil.com.br;['ROSA & LEAL PARTICIPACOES E EMPREENDIMENTOS S.A. - Sócio', 'HERVE SALMON - Sócio-Administrador', 'ERIC MICHEL FOURCINE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador'];['4673700 - Comércio atacadista de material elétrico'];['3321000 - Instalação de máquinas e equipamentos industriais', '4321500 - Instalação e manutenção elétrica', '4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4672900 - Comércio atacadista de ferragens e ferramentas', '4742300 - Comércio varejista de material elétrico', '4744001 - Comércio varejista de ferragens e ferramentas', '5250801 - Comissaria de despachos']
05763921002173;CAV SUL - CENTRO DE APOIO DE VENDAS DE PRODUTOS PESSOAIS E ARTIGOS PARA LAR LTDA.;CAV SUL;FILIAL;17/12/2015;ATIVA;17/12/2015;50000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;LOT ALTO DA ALIANCA;SN;RODOVIA BA 210   GALPAO03;48907620;ALTO DA ALIANCA;JUAZEIRO;BA;1136412404;andresacosta@cavsultupperware.com.br;['HERMANO DE VILLEMOR AMARAL NETO - Sócio', 'LATIN AMERICA INVESTMENTS, INC. - Sócio Pessoa Jurídica Domiciliado no Exterior', 'JULIO CESAR APARECIDO DA CRUZ - Administrador'];['4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente'];['4646001 - Comércio atacadista de cosméticos e produtos de perfumaria']
08580849000193;IT GLOBAL SERVICES CONSULTORIA EM SISTEMAS DE INFORMATICA LTDA;ONLINE APPLICATIONS;MATRIZ;03/01/2007;ATIVA;03/01/2007;500000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R ADELAIDE DANIEL DE ALMEIDA;170;BLOCO K          CONJ 227;13080661;LOTEAMENTO CENTER SANTA GENEBRA;CAMPINAS;SP;1940628611;luis.lemes@onlineapp.com.br;['CRISTIAN RODRIGUES DA SILVA - Sócio-Administrador', 'MARCOS DAVI MENDES - Sócio-Administrador', 'LEVI RODRIGUES SILVA - Sócio-Administrador', 'WESLEY RODRIGUES SILVA - Sócio-Administrador', 'MARCUS VINICIUS MATIAS DE ARRUDA - Sócio-Administrador', 'ONLINE PARTICIPACOES LTDA - Sócio'];['6209100 - Suporte técnico, manutenção e outros serviços em tecnologia da informação'];['6202300 - Desenvolvimento e licenciamento de programas de computador customizáveis', '6203100 - Desenvolvimento e licenciamento de programas de computador não-customizáveis', '8599603 - Treinamento em informática', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática']
10909925000103;PAULO SERGIO VICENTINI;NONE;MATRIZ;22/06/2009;ATIVA;22/06/2009;0.0;4120 - PRODUTOR RURAL (PESSOA FISICA);Não;ROD ITIRAPUA A CAPETINGA;S/N;FAZENDA DA MATA;14420000;RURAL;ITIRAPUA;SP;['1636651900', '1636652751'];contabilidade@conag.com.br;NONE;['0134200 - Cultivo de café'];NONE
05763921002254;CAV SUL - CENTRO DE APOIO DE VENDAS DE PRODUTOS PESSOAIS E ARTIGOS PARA LAR LTDA.;CAV SUL - AMERICANA;FILIAL;28/04/2016;ATIVA;28/04/2016;50000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R DO TECELAO;185;QUADRAC          LOTE 8;13478721;JARDIM WERNER PLAAS;AMERICANA;SP;1121415401;andresacosta@cavsultupperware.com.br;['HERMANO DE VILLEMOR AMARAL NETO - Sócio', 'LATIN AMERICA INVESTMENTS, INC. - Sócio Pessoa Jurídica Domiciliado no Exterior', 'JULIO CESAR APARECIDO DA CRUZ - Administrador'];['4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente'];['4646001 - Comércio atacadista de cosméticos e produtos de perfumaria', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal']
39516380000157;FM ELETRONICA LTDA;FM PRODUTOS;MATRIZ;05/08/1992;ATIVA;22/03/2003;100000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R CONSELHEIRO PAULINO;47;PARTE;24070070;BAIRRO DE FATIMA;NITEROI;RJ;NONE;NONE;['MARCELO LEITE MONNERAT LUTTERBACH - Sócio-Administrador', 'FERNANDO LEITE MONNERAT LUTTERBACH - Sócio-Administrador'];['4789099 - Comércio varejista de outros produtos não especificados anteriormente'];['4741500 - Comércio varejista de tintas e materiais para pintura', '4742300 - Comércio varejista de material elétrico', '4743100 - Comércio varejista de vidros', '4744001 - Comércio varejista de ferragens e ferramentas', '4744003 - Comércio varejista de materiais hidráulicos', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4753900 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo', '4754701 - Comércio varejista de móveis', '4754703 - Comércio varejista de artigos de iluminação', '4759801 - Comércio varejista de artigos de tapeçaria, cortinas e persianas', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '4781400 - Comércio varejista de artigos do vestuário e acessórios', '4789005 - Comércio varejista de produtos saneantes domissanitários']
35475057000121;FOX HANTER COMERCIAL DE CEREAIS EIRELI;FOX HANTER;MATRIZ;11/11/2019;BAIXADA;12/06/2020;200000.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;NONE;NONE;NONE;NONE;NONE;NONE;NONE;1796470748;soluti.vendas@gmail.com;['ADELSO APARECIDO DE CARVALHO - Titular Pessoa Física Residente ou Domiciliado no Brasil'];NONE;['4623102 - Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal', '4632001 - Comércio atacadista de cereais e leguminosas beneficiados']
13694232000139;FLOR VIOLETA COMERCIO DE SUCATAS LTDA;FLOR VIOLETA APOIO ADMINISTRATIVO;MATRIZ;13/05/2011;ATIVA;13/05/2011;150000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R YORIKO GONCALVES;1115;SALA 1;13340700;JARDIM OLIVEIRA CAMARGO;INDAIATUBA;SP;['1939344040', '1939344040'];financeiro@ferrovelhonelsinho.com.br;['RAFAELA CRISTINA LATURRAGHE - Sócio-Administrador', 'ATHOS LUIZ LATURRAGHE DE VASCONCELLOS - Sócio-Administrador'];['4687703 - Comércio atacadista de resíduos e sucatas metálicos'];['4930202 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional', '4930201 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.']
06913480002101;DIMENSIONAL BRASIL SOLUCOES LTDA;DIMENSIONAL;FILIAL;02/03/2020;ATIVA;02/03/2020;216970752.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV DUQUE DE CAXIAS;28-10;NONE;17030520;PARQUE PAULISTANO;BAURU;SP;['1934467548', '1934467400'];renato.ribeiro@dimensional.com.br;['ROSA & LEAL PATICIPACOES E EMPREEDIMENTOS LTDA - Sócio', 'HERVE SALMON - Sócio-Administrador', 'ERIC MICHEL FOURCINE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador'];['4742300 - Comércio varejista de material elétrico'];NONE
03714898000158;CASA COLORIDA MOVEIS E DECORACOES LTDA;CASA COLORIDA;MATRIZ;21/03/2000;ATIVA;16/04/2019;80000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;ROD BR 153;SN;KM  7,5;74675090;JARDIM GUANABARA;GOIANIA;GO;['6232072002', '6296541977'];poliedrosauditoria@gmail.com;['PEDRO SILVERIO PEREIRA - Sócio-Administrador', 'ELZA LOBO MENDONCA PEREIRA - Sócio-Administrador'];['4754701 - Comércio varejista de móveis'];['4781400 - Comércio varejista de artigos do vestuário e acessórios', '4761003 - Comércio varejista de artigos de papelaria', '4789001 - Comércio varejista de suvenires, bijuterias e artesanatos', '4744002 - Comércio varejista de madeira e artefatos', '3101200 - Fabricação de móveis com predominância de madeira', '1629302 - Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis']
02509375000107;RAVLA RESTAURANTES LTDA;NONE;MATRIZ;25/03/1998;ATIVA;22/09/2001;10000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV DOUTORA RUTH CARDOSO;4777;LOJA 115 116 E 117       PISO TERREO;05477000;JARDIM UNIVERSIDADE PINHEIROS;SAO PAULO;SP;1135767200;vlc@vlcconsultores.com.br;['RATI PARTICIPACOES LTDA. - Sócio', 'BIELSTON PARTICIPACOES LTDA - Sócio', 'RODRIGO MARTIN FERRAIOLE TESTA - Administrador', 'LIANE RALSTON BIELAWSKI - Sócio'];['5611201 - Restaurantes e similares'];['5611203 - Lanchonetes, casas de chá, de sucos e similares']
14335542000120;ADS COMERCIO DE PECAS AUTOMOTIVAS LTDA;HDS REFRIGERACAO;MATRIZ;21/09/2011;ATIVA;21/09/2011;600000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV HERACLITO MOURAO DE MIRANDA;1570;NONE;31330142;CASTELO;BELO HORIZONTE;MG;3125169036;bh@redehds.com.br;['ALEXSANDRO BRANDAO - Sócio-Administrador', 'GHS PARTICIPACOES S/A. - Sócio', 'LUIZ MARIO DE OLIVEIRA - Administrador', 'EVANILDO LUIZ PALATINSKY - Administrador'];['4530701 - Comércio por atacado de peças e acessórios novos para veículos automotores'];NONE
19693295000157;DELPHINUS RESTAURANTES LTDA.;CORTES;MATRIZ;11/02/2014;ATIVA;11/02/2014;4500000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV DAS NACOES UNIDAS;4777;"LOJA: SVL00131; : 1 PISO ; : JARDIM UNIVERSIDADE;";05477000;JARDIM UNIVERSIDADE PINHEIROS;SAO PAULO;SP;1135767200;vlc@vlcconsultores.com.br;['HUS PARTICIPACOES LTDA - Sócio', 'CYGNUS PARTICIPACOES LTDA. - Sócio', 'RODRIGO MARTIN FERRAIOLE TESTA - Administrador'];['5611201 - Restaurantes e similares'];['4712100 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns', '5611203 - Lanchonetes, casas de chá, de sucos e similares']
21578185000196;PIU RESTAURANTE E PARTICIPACOES LTDA;PICCOLO RESTAURANTE;MATRIZ;17/12/2014;ATIVA;17/12/2014;4237838.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R FERREIRA DE ARAUJO;314;NONE;05428000;PINHEIROS;SAO PAULO;SP;9999999999;contato@contato.com;['MARCELO LASKANI - Sócio', 'ANA PAULA MAIA BORLENGHI - Sócio', 'FELIPE TEIXEIRA RODRIGUES DA CUNHA - Sócio', 'CENTAURI PARTICIPACOES LTDA - Sócio', 'RODRIGO MARTIN FERRAIOLE TESTA - Administrador'];['5611201 - Restaurantes e similares'];['6462000 - Holdings de instituições não-financeiras']
10925002000145;FNM - FABRICA NACIONAL DE MOBILIDADES  S. A.;FNM FNM ELETRICOS;MATRIZ;27/05/2009;ATIVA;27/05/2009;10000.0;2054 - SOCIEDADE ANONIMA FECHADA;Não;AV ALMIRANTE BARROSO;00090;PAV 6;20031909;CENTRO;RIO DE JANEIRO;RJ;2196798877;vicente@aroxa.com.br;['MARIA HELENA HIERNEIS - Diretor', 'CELSO MEIRELLES DE OLIVEIRA SANTOS - Diretor', 'RICARDO SILVA MACHADO - Diretor'];['2920401 - Fabricação de caminhões e ônibus'];['2631100 - Fabricação de equipamentos transmissores de comunicação, peças e acessórios', '2710403 - Fabricação de motores elétricos, peças e acessórios', '2821601 - Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios', '2910701 - Fabricação de automóveis, camionetas e utilitários', '3314710 - Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente', '4511103 - Comércio por atacado de automóveis, camionetas e utilitários novos e usados', '4511106 - Comércio por atacado de ônibus e microônibus novos e usados', '4619200 - Representantes comerciais e agentes do comércio de mercadorias em geral não especializado', '4649403 - Comércio atacadista de bicicletas, triciclos e outros veículos recreativos', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet', '6463800 - Outras sociedades de participação, exceto holdings']
